20008|ING 100|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Cuma |0830/1129 |---- |50|21|ARC, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, DEN, ECNE, EEE, EFN, EHB, EHBE, ELK, ELKE, END, ENDE, ENTE, FIZ, GEM, GEO, GEOE, GID, ICM, INS, INSE, ISL, ISLE, JEF, JEO, KIM, KMM, KOM, KOME, MAD, MAK, MAT, MET, METE, MIM, MIME, MMD, MTO, PEME, PETE, SBP, SBPE, TEKE, UCK, UZBE, YZVE
22590|GEM 322||Ertekin  Bayraktarkatal|GDBGDB|Pazartesi Çarşamba |1030/1229 1330/1529 |410 410 |55|55|GEM, GEMM
22591|GEM 326E||Devrim Bülent Danışman|GDBGDB|Salı Cuma |1330/1529 1400/1559 |D311 D401 |70|44|GEM
22592|GEM 332||Yalçın  Ünsan|GDB|Perşembe |1030/1229 |D311 |90|90|DEN, GEM
22593|GEM 328E||Emin  Korkut|GDB|Salı |0830/1129 |D311 |70|61|GEM
22594|GEM 312||Osman Azmi Özsoysal|GDB|Perşembe |1330/1629 |410 |75|72|GEM, GEMM
22595|GEM 353||Barış  Barlas|GDB|Pazartesi |1230/1529 |409 |70|70|GEM
22596|GEM 412E||Erdem  Üçer|GDB|Pazartesi |1330/1529 |R409 |70|29|GEM, GEME
22597|GEM 424E||Ahmet  Ergin|GDB|Pazartesi |1530/1729 |D308 |0|0|GEM, GEME, GEMK, GEMM
22598|GEM 418E||Metin  Taylan|GDB|Pazartesi |1530/1729 |410 |35|35|GEM, GEME, GEMK, GEMM
22599|GEM 426E||Devrim Bülent Danışman|GDB|Pazartesi |1530/1729 |D309 |25|18|GEM, GEME, GEMK
22600|GEM 4902||Ömer  Gören, Ahmet  Ergin, Barış  Barlas, Devrim Bülent Danışman, Ertekin  Bayraktarkatal, Osman Azmi Özsoysal, Selma  Ergin, Uğur Oral Ünal, Yalçın  Ünsan, İsmail  Yalçın|GDBGDB|Çarşamba Perşembe |1030/1329 1630/1929 |--- --- |80|44|GEM
22602|GEM 422E||Emin  Korkut|GDB|Çarşamba |1030/1229 |R402 |10|0|GEME, GEMK
22603|GEM 438E||Metin  Taylan|GDB|Çarşamba |0830/1029 |D303 |30|24|GEM, GEME, GEMK
22604|GEM 426||Ömer  Gören|GDB|Cuma |1030/1229 |D308 |35|22|GEM
22605|GEM 416||Mehmet Ali Baykal|GDB|Cuma |1030/1229 |D304 |35|35|GEM
22606|MAD 308E||Ayhan Ali Sirkeci|MDBMDB|Çarşamba Perşembe |1130/1229 1130/1329 |B204 A201 |20|5|MAD, MADE
22607|MAD 432E||Deniz  Tumaç|MDB|Cuma |0830/1129 |A205 |15|1|MADE
22608|GMI 411||Ahmet Ergün Palaz|GDB|Cuma |0830/1229 |D406 |25|0|GEM
22609|MAD 440E||Selamet Gürbüz Erçelebi|MDB|Çarşamba |1230/1529 |B206 |14|14|MAD, MADE
22610|GEM 482||Barış  Barlas|GDB|---- |/ |--- |100|42|GEM
22611|SGI 112||Mustafa Erden Yıldızdağ|GDBGDB|Salı Perşembe |1430/1729 1330/1529 |--- --- |5|1|SGI
22612|JEO 211||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Pazartesi |0830/1129 |A205 |40|40|JEO, JEOM
22613|SGI 201||Mustafa Erden Yıldızdağ|GDB|Cuma |1430/1729 |--- |5|1|SGI
22615|JEO 211||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Perşembe |1430/1729 |A205 |40|21|JEO, JEOM
22617|JEO 214E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Salı |0830/1229 |B206 |30|24|JEO, JEOM
22618|BIL 113E|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Salı |0830/1129 |---- |48|43|DEN, DENE
22619|STA 201||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|GDB|Perşembe |0930/1229 |R409 |94|82|DEN
22620|JEO 214E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Salı |1330/1729 |B206 |30|22|JEO, JEOM
22621|BIL 113E|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Perşembe |1330/1629 |---- |42|40|DEN, DENE
22622|JEO 348||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Cuma |0830/1129 |B204 |35|30|JEO, JEOM
22623|JEO 348||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Çarşamba |0830/1129 |A203 |40|35|JEO, JEOM
22624|MUK 204||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|GDB|Pazartesi |1330/1629 |D311 |60|55|DEN
22625|TER 201||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|GDB|Salı |0930/1229 |410 |70|61|DEN
22626|JEO 336E||Ercan  Özcan|MDB|Perşembe |0830/1129 |A301 |30|4|JEO, JEOE
22628|JEO 310E||Nurgül  Çelik Balcı|MDB|Salı |1330/1629 |A301 |30|3|JEO
22629|MAT 271E|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Çarşamba |0930/1229 |---- |75|65|DEN, DENE
22630|DEN 218E||Serdar Aytekin  Köroğlu|GDB|Perşembe |0930/1229 |D401 |60|49|DEN, DENE
22631|DEN 312||Ayhan  Menteş|GDB|Pazartesi |1130/1329 |D311 |68|68|DEN
22632|DEN 312E||Burcu  Erbaş|GDB|Pazartesi |1130/1329 |D304 |10|0|DENE
22633|DEN 332||H Murat  Demirkıran|GDB|Pazartesi |1330/1529 |410 |62|62|DEN
22634|DEN 433E||Hakan  Akyıldız|GDB|Salı |0930/1229 |D308 |15|0|DEN, DENE
22635|CHZ 318E||Fırat  Burat|MDB|Pazartesi |0830/1129 |B204 |10|0|CHZE, CHZM
22636|DEN 342E||Kadir  Sarıöz|GDB|Çarşamba |0930/1229 |D401 |62|62|DEN, DENE
22637|DEN 330E||Ahmet Ergün Palaz|GDB|Çarşamba |1330/1529 |D311 |64|64|DEN, DENE
22639|DEN 328E||Sevil Deniz Yakan Dündar, Deniz  Bayraktar Bural|GDB|Perşembe |0930/1229 |410 |65|65|DEN, DENE
22640|DEN 334||Sevil Deniz Yakan Dündar|GDB|Perşembe |1330/1529 |D311 |64|64|DEN
22641|GEM 412E||Erdem  Üçer|GDB|Pazartesi |0830/1029 |--- |60|55|DEN, DENE
22642|DEN 418E||Şafak Nur Ertürk Bozkurtoğlu|GDB|Pazartesi |1530/1729 |D406 |20|5|DEN, DENE
22643|DEN 424E||Kadir  Sarıöz|GDB|Pazartesi |1530/1729 |D401 |30|30|DEN, DENE
22644|DEN 448E||Ayhan  Menteş|GDB|Pazartesi |1530/1729 |D407 |20|2|DEN
22645|DEN 454|Çevrimiçi/Online|Hakan  Akyıldız|----|Pazartesi |0830/1129 |---- |25|6|DEN, SORM
22646|DEN 458|Çevrimiçi/Online|Cem  Melikoğlu|----|Salı |0830/1129 |---- |25|21|DEN, SORM
22647|DEN 460|Çevrimiçi/Online|Sevil Deniz Yakan Dündar|----|Salı |1430/1729 |---- |25|16|DEN, SORM
22648|DEN 451E||Ceren  Bilgin Güney, Burcu  Erbaş, Yalçın  Ünsan|GDB|Salı |1130/1429 |R403 |62|62|DEN, DENE
22649|DEN 414||Deniz  Bayraktar Bural|GDB|Perşembe |1230/1429 |D303 |30|25|DEN
22650|DEN 446||Özgür  Üstün|GDB|Perşembe |1230/1429 |D304 |30|8|DEN
22651|DEN 456|Çevrimiçi/Online|H Murat  Demirkıran|----|Çarşamba |1230/1529 |---- |25|12|DEN, SORM
22652|DEN 406E||Özgür  Özgüç|GDB|Perşembe |1430/1729 |409 |60|49|DEN
22653|DEN 4902||Hakan  Akyıldız, Serdar Aytekin  Köroğlu, Ömer Kemal Kınacı, Özgür  Özgüç|GDBGDB|Cuma Cuma |0930/1229 1400/1659 |R409 R409 |500|51|DEN
22654|DAN 301||--|GDB|Çarşamba |1530/1729 |--- |0|0|DEN
22655|DEN 482||Kadir  Sarıöz|GDB|---- |/ |--- |500|47|DEN
22656|DEN 492E||Kadir  Sarıöz|GDB|---- |/ |--- |500|8|DEN, DENE
22658|MAT 271||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Pazartesi |0830/1129 |B208 |50|39|MAD
22659|MAT 271E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZB|Cuma |0830/1129 |--- |100|81|DUI
22660|MAT 271E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZB|Cumartesi |1430/1729 |--- |45|29|DUI
22661|DFH 112||Yusuf Nejat Koçar|DZB|Cuma |1500/1759 |--- |120|49|DUI, GMI
22662|DFH 172E||Halime Ceren Göktaş|DZB|Cuma |0830/1029 |--- |55|32|DUI
22663|DFH 172E||Halime Ceren Göktaş|DZB|Cuma |1030/1229 |--- |30|17|DUI
22664|DFH 172E||Halime Ceren Göktaş|DZB|Cuma |1330/1529 |--- |55|43|DUI
22665|DFH 172E||Halime Ceren Göktaş|DZB|Çarşamba |1330/1529 |--- |25|18|DUI
22666|DFH 222E||Halime Ceren Göktaş|DZB|Cuma |1530/1729 |--- |30|9|DUI, DUIE
22667|DFH 184||Özcan  Arslan|DZB|Perşembe |1430/1729 |--- |50|40|DUI
22668|DFH 202||Orhan  Gönel|DZB|Salı |0830/1029 |--- |45|33|DUI, GMI
22669|DFH 202||Orhan  Gönel|DZB|Salı |1030/1229 |--- |30|30|DUI, GMI
22670|DFH 202||Orhan  Gönel|DZB|Salı |1330/1529 |--- |30|30|DUI, GMI
22673|DFH 202||Sinan  Çakır|DZB|Pazartesi |0830/1029 |--- |100|100|DUI, GMI
22674|GMI 115||Burak  Zincir|DZB|Pazartesi |0830/1129 |--- |50|26|GMI
22675|MRE 463||Yasin  Arslanoğlu|DZB|Pazartesi |0830/1129 |--- |10|2|SGM
22676|MRE 386||Ata  Bilgili|DZB|Pazartesi |0830/1129 |--- |10|0|SGM
22677|GMI 270E||--|DZB|Pazartesi |1030/1229 |--- |0|0|GMI, GMIE
22678|GMI 210||İsmail  Çiçek|DZB|Pazartesi |1030/1229 |--- |35|23|GMI
22679|MRE 442||Fırat  Bolat|DZB|Pazartesi |1230/1529 |--- |10|0|SGM
22680|GMI 270E||Müjgan  Özenir|DZB|Pazartesi |1030/1229 |--- |70|53|GMI, GMIE
22681|GMI 115||Burak  Zincir|DZB|Pazartesi |1330/1629 |--- |50|47|GMI
22682|MAT 271E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZB|Pazartesi |1330/1629 |--- |100|84|GMI
22683|GMI 422E||Fırat  Bolat|DZB|Pazartesi |1530/1729 |--- |30|9|GMI, GMIE
22685|GMI 464E||Fırat  Bolat|DZB|Salı |0830/1029 |--- |60|22|GMI
22686|MRE 388||Kadir  Çiçek|DZB|Salı |0830/1029 |--- |10|0|SGM
22687|MRE 471||İsmail  Çiçek|DZB|Salı |0830/1129 |--- |10|2|SGM
22688|GMI 233||Cengiz  Deniz|DZB|Salı |0830/1129 |--- |50|50|GMI
22689|GMI 484E||Metin  Çelik|DZB|Salı |0830/1129 |--- |25|16|GMI
22690|GMI 171E||Müjgan  Özenir|DZB|Salı |1030/1229 |--- |45|42|GMI, GMIE
22691|MRE 432||Hakan  Muran|DZB|Salı |1130/1429 |--- |10|2|SGM
22692|MRE 472||Cengiz  Deniz|DZB|Salı |1230/1729 |--- |10|0|SGM
22693|GMI 171E||Müjgan  Özenir|DZB|Salı |1330/1529 |--- |25|12|GMI, GMIE
22694|GMI 427E||Gazi  Koçak|DZB|Salı |1330/1529 |--- |25|8|GMI, GMIE
22695|GMI 213||Yalçın  Durmuşoğlu|DZB|Salı |1330/1629 |--- |97|95|GMI
22696|GMI 484E||Kadir  Çiçek|DZB|Salı |1330/1629 |--- |25|6|GMI
22697|MRE 383||Metin  Çelik|DZB|Salı |1430/1729 |--- |10|2|SGM
22699|GMI 223||Hakan  Demirel|DZB|Çarşamba |1330/1529 |--- |65|49|GMI
22701|GMI 132E||Ata  Bilgili|DZB|Çarşamba |0830/1029 |--- |106|101|GMI
22702|MRE 454||Yalçın  Durmuşoğlu|DZB|Çarşamba |0830/1129 |--- |10|0|SGM
22703|GMI 484E||İsmail  Çiçek|DZB|Çarşamba |0830/1129 |--- |25|25|GMI
22704|GMI 461||Yalçın  Durmuşoğlu|DZB|Çarşamba |1130/1529 |--- |75|61|GMI
22705|MRE 443||Cengiz  Deniz|DZB|Çarşamba |1130/1529 |--- |10|2|SGM
22706|DFH 112||Sinan  Çakır|DZB|Çarşamba |1230/1529 |--- |155|130|DUI, GMI
22707|GMI 255||Gazi  Koçak|DZB|Çarşamba |0830/1129 |--- |100|71|GMI
22708|DAN 102||Sinan  Çakır|DZB|Çarşamba |1530/1729 |--- |100|76|GMI, GMIE
22710|GMI 233||Burak  Zincir|DZB|Perşembe |0830/1129 |--- |50|37|GMI
22711|MRE 453||Vural  Ateş|DZB|Perşembe |0830/1229 |--- |10|2|SGM
22713|GMI 171E||Müjgan  Özenir|DZB|Perşembe |1030/1229 |--- |40|2|GMI, GMIE
22714|GMI 209||Yalçın  Durmuşoğlu|DZB|Perşembe |1030/1229 |--- |30|25|GMI
22715|GMI 484E||Burak  Zincir|DZB|Perşembe |1330/1629 |--- |25|6|GMI
22716|GMI 325E||Sinan  Çakır|DZB|Perşembe |1330/1529 |--- |40|33|GMI
22718|GMI 224||Gazi  Koçak|DZB|Perşembe |1430/1629 |--- |100|86|GMI
22719|GMI 171E||Müjgan  Özenir|DZB|Perşembe |1430/1629 |--- |40|12|GMI, GMIE
22720|MRE 387||Vural  Ateş|DZB|Perşembe |1430/1729 |--- |10|2|SGM
22721|GMI 214||Vural  Ateş|DZB|Cuma |0830/1129 |--- |112|105|GMI
22722|GMI 254||Vural  Ateş|DZB|Cuma |1430/1729 |--- |100|95|GMI
22723|GMI 492E||Vural  Ateş|DZB|---- |/ |--- |500|0|GMI, GMIE
22724|GMI 492||Vural  Ateş|DZB|---- |/ |--- |500|12|GMI
22725|GMI 4901||Vural  Ateş|DZB|---- |/ |--- |500|8|GMI
22726|GMI 4902||Vural  Ateş|DZB|---- |/ |--- |500|58|GMI
22727|GMI 392E||İsmail  Çiçek|DZB|---- |/ |--- |500|65|GMI, GMIE
22728|MRE 330||Ata  Bilgili|DZB|---- |/ |--- |200|0|SGM
22729|MRE 492||Ata  Bilgili|DZB|---- |/ |--- |10|0|SGM
22730|MAT 103||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZBDZB|Pazartesi Salı |1130/1329 1030/1329 |--- --- |110|16|DUI, GMI
22731|MAT 104||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZBDZB|Pazartesi Salı |0830/1129 0830/1029 |--- --- |120|110|DUI, GMI
22732|MAT 210||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZBDZB|Pazartesi Salı |1530/1729 0830/1029 |--- --- |50|17|DUI, GMI
22733|MAT 104||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZBDZB|Pazartesi Salı |1330/1629 1530/1729 |--- --- |100|64|DUI, GMI
22735|FIZ 102E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZB|Perşembe |0830/1129 |--- |130|65|DUI, GMI
22736|FIZ 102E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZB|Perşembe |1430/1729 |--- |110|62|DUI, GMI
22737|FIZ 102E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZB|Perşembe |1130/1429 |--- |110|56|DUI, GMI
22738|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZB|Salı |0830/1029 |--- |50|30|DUI, GMI
22739|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZB|Salı |1030/1229 |--- |67|55|DUI, GMI
22740|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZB|Salı |1330/1529 |--- |60|50|DUI, GMI
22741|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZB|Salı |1530/1729 |--- |50|19|DUI, GMI
22742|DFH 111||Yusuf Nejat Koçar|DZB|Perşembe |0830/1229 |--- |120|16|DUI, GMI
22745|DFH 486E||Emre  Akyüz|DZB|Perşembe |1330/1529 |--- |50|37|DUI
22747|DFH 225||Muhsin  Kadıoğlu|DZB|Perşembe |1530/1729 |--- |30|10|DUI
22748|DFH 225||Muhsin  Kadıoğlu|DZB|Çarşamba |1130/1329 |--- |30|4|DUI
22749|DFH 254E||Fırat  Bolat|DZB|Salı |1530/1729 |--- |120|114|DUI
22750|DFH 278E|Çevrimiçi/Online|Levent  Kırval|----|Çarşamba |0830/1029 |---- |45|37|DUI
22751|DFH 278E|Çevrimiçi/Online|Levent  Kırval|----|Çarşamba |1330/1529 |---- |100|88|DUI
22752|DFH 282||Melek  Ertogan|DZB|Salı |1030/1229 |--- |120|107|DUI
22753|DNK 201||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|---- |---- |---- |0|0|DUI
22754|DUI 474||Cemil  Yurtören|DZB|Pazartesi |0830/1129 |--- |30|5|DUI
22755|DUI 474||Cemil  Yurtören|DZB|Pazartesi |1130/1429 |--- |30|15|DUI
22756|DUI 474||Cemil  Yurtören|DZB|Salı |1430/1729 |--- |36|30|DUI
22757|DUI 102E||Tuba  Keçeci|DZB|Perşembe |0830/1129 |--- |40|29|DUI, DUIE
22758|DUI 102E||Tuba  Keçeci|DZB|Salı |0830/1129 |--- |40|34|DUI, DUIE
22759|DUI 102E||Elif  Bal Beşikçi|DZB|Salı |1430/1729 |--- |50|49|DUI, DUIE
22760|DUI 112E||Oğuzhan  Gürel|DZB|Çarşamba |1230/1429 |--- |100|22|DUI, DUIE
22761|DUI 112E||Oğuzhan  Gürel|DZB|Çarşamba |1030/1229 |--- |100|80|DUI, DUIE
22762|DUI 202E||Serdar  Kum|DZB|Çarşamba |0830/1129 |--- |45|27|DUI, DUIE
22763|DUI 202E||Serdar  Kum|DZB|Pazartesi |1430/1729 |--- |66|50|DUI, DUIE
22764|DUI 206||Orhan  Gönel|DZB|Çarşamba |0830/1129 |--- |60|50|DUI
22765|DUI 206||Orhan  Gönel|DZB|Cuma |0830/1129 |--- |50|32|DUI
22766|DUI 208E||Tanzer  Satır|DZB|Perşembe |0830/1029 |--- |60|50|DUI
22767|DUI 208E||Tanzer  Satır|DZB|Perşembe |1030/1229 |--- |60|57|DUI
22768|DUI 231EL||Alaaddin Yıldıray Ertaş|DZB|Pazartesi |0830/1029 |--- |20|6|DUI, DUIE
22769|DUI 231EL||Oğuzhan  Gürel|DZB|Salı |1030/1229 |--- |23|16|DUI, DUIE
22770|DUI 231EL||Oğuzhan  Gürel|DZB|Salı |0830/1029 |--- |23|20|DUI, DUIE
22771|DUI 231EL||Oğuzhan  Gürel|DZB|Salı |1330/1529 |--- |23|20|DUI, DUIE
22772|DUI 231EL||Alaaddin Yıldıray Ertaş|DZB|Salı |0830/1029 |--- |20|12|DUI, DUIE
22773|DUI 231EL||Alaaddin Yıldıray Ertaş|DZB|Salı |1330/1529 |--- |23|20|DUI, DUIE
22774|DUI 231EL||Alaaddin Yıldıray Ertaş|DZB|Salı |1030/1229 |--- |20|8|DUI, DUIE
22775|DUI 231EL||Alaaddin Yıldıray Ertaş|DZB|Perşembe |1030/1229 |--- |20|13|DUI, DUIE
22776|DFH 494E||Alaaddin Yıldıray Ertaş|DZB|Perşembe |1330/1529 |--- |45|2|DUI
22777|DUI 232||Zuhal  Er|DZB|Pazartesi |0830/1029 |--- |62|51|DUI
22778|DUI 232||Zuhal  Er|DZB|Pazartesi |1030/1229 |--- |70|60|DUI
22779|DUI 4902||Özcan  Arslan|DZB|---- |/ |--- |500|52|DUI
22780|DUI 302E||Emre  Akyüz|DZB|---- |/ |--- |90|2|DUI, DUIE
22782|DUI 402||Hakan  Muran|DZB|Perşembe |0830/1129 |--- |35|28|DUI
22783|DUI 402||Hakan  Muran|DZB|Perşembe |1130/1429 |--- |35|13|DUI
22784|DUI 402||Hakan  Muran|DZB|Perşembe |1430/1729 |--- |35|6|DUI
22787|DUI 451E||Yunus Emre Şenol|DZB|Çarşamba |1130/1329 |--- |25|23|DUI, DUIE
22788|DUI 451E||Yunus Emre Şenol|DZB|Çarşamba |1330/1529 |--- |25|19|DUI, DUIE
22789|RES 102||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZB|Cuma |0830/1229 |--- |45|45|DUI
22790|RES 102||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZB|Perşembe |0830/1229 |--- |45|45|DUI
22791|MRT 402||Hakan  Muran|DZB|Salı |1430/1729 |--- |15|1|SDU, SGM
22792|MRT 406||Emre  Akyüz|DZB|Çarşamba |1030/1229 |--- |15|1|SDU, SGM
22793|MRT 408||Muhsin  Kadıoğlu|DZB|Salı |0830/1229 |--- |15|1|SDU
22794|MRT 492||Tanzer  Satır|DZB|---- |/ |--- |500|1|SDU
22795|MRT 410||Tanzer  Satır|DZB|Perşembe |1430/1729 |--- |15|1|SDU, SGM
22796|MRT 412||Levent  Kırval|DZB|Cuma |1330/1629 |--- |15|1|SDU
22797|MRT 414||Yusuf Nejat Koçar|DZB|Cuma |1030/1229 |--- |15|1|SDU
22798|MRT 422||Cemil  Yurtören|DZB|Perşembe |0930/1429 |--- |15|1|SDU
22799|FIZ 415E||Ömer Faruk Dayı|FEBFEB|Salı Perşembe |1430/1729 1530/1729 |--- --- |5|4|FIZE
22827|STA 204||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MED|Perşembe |0830/1129 |A34 |50|3|ISL
22828|STA 204E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MED|Perşembe |1430/1729 |A34 |80|60|ISL, ISLE
22829|ELK 110E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEBEEB|Cuma Cuma |0830/1029 1030/1229 |--- --- |0|0|ELK, ELKE
22830|ELK 221||Fatma Gül Bağrıyanık|MED|Cuma |0830/1129 |A35 |40|10|CHZ, GID, IML, ISL, KMM, MAK, MET, TEK, UCK, UCKM, UZB
22831|ELK 221||Fatma Gül Bağrıyanık|MED|Pazartesi |1230/1529 |A11 |40|37|CHZ, GID, IML, ISL, KMM, MAK, MET, TEK, UCK, UCKM, UZB
22832|ELK 221||Fatma Gül Bağrıyanık|MED|Çarşamba |0830/1129 |A35 |40|28|CHZ, GID, IML, ISL, KMM, MAK, MET, TEK, UCK, UCKM, UZB
22833|ELK 221E||Zehra Elif Batman|EEB|Pazartesi |1230/1529 |5303 |60|55|CHZE, GIDE, IMLE, ISLE, KMME, MAKE, METE, PETE, TEKE, UCK, UCKE, UCKM, UZB, UZBE
22834|ELK 221E||Zehra Elif Batman|MED|Perşembe |1230/1529 |A31 |60|55|CHZE, GIDE, IMLE, ISLE, KMME, MAKE, METE, PETE, TEKE, UCK, UCKE, UCKM, UZB, UZBE
22835|ELK 221E||Ahmet  Tekin|EEB|Salı |0830/1129 |5301 |50|41|CHZE, GIDE, IMLE, ISLE, KMME, MAKE, METE, PETE, TEKE, UCK, UCKE, UCKM, UZB, UZBE
22836|ELK 226||Murat  İmeryüz|EEB|Çarşamba |0830/1129 |2102 |90|90|IML, MAK
22837|ELK 226||Ali Sinan Çabuk|EEB|Salı |0830/1129 |2106 |75|45|IML, MAK
22838|ELK 226||Ali Saffet Altay|MED|Cuma |0830/1129 |A12 |55|53|IML, MAK
22839|ELK 226E||Duygu  Bayram|EEB|Çarşamba |1030/1329 |5303 |50|25|IML, IMLE, MAK, MAKE, MAKM
22840|ELK 234E||Ahmet  Cansız|EEB|Salı |1230/1529 |1301 |50|50|EHB, EHBE, ELK, ELKE
22841|ELK 312||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Perşembe |0830/1129 |1301 |45|45|ELK
22842|ELK 312||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Perşembe |0830/1129 |5101 |45|34|ELK
22843|ELK 312||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Perşembe |0830/1129 |5103 |45|40|ELK
22844|ELK 312E||Aydoğan  Özdemir|EEB|Perşembe |0830/1129 |5107 |45|45|ELK, ELKE
22845|ELK 322||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Pazartesi |1230/1529 |1301 |45|45|ELK
22846|ELK 322||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Pazartesi |1230/1529 |5101 |45|45|ELK
22847|ELK 322E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Pazartesi |1230/1529 |5103 |45|44|ELK, ELKE
22848|ELK 322E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Pazartesi |1230/1529 |5105 |45|26|ELK, ELKE
22849|ELK 324||Murat  Yılmaz|EEB|Salı |1230/1529 |5101 |45|44|ELK
22850|ELK 336E||Deniz  Türkpençe|EEB|Cuma |1430/1729 |1301 |60|50|EHB, EHBE, ELK, ELKE, KOM, KOME, KON, KONE
22851|ELK 342||Ali Sinan Çabuk|EEB|Cuma |1500/1659 |5101 |70|60|ELK, KOM
22852|ELK 342||Salih Barış Öztürk|EEB|Pazartesi |0930/1129 |1301 |70|60|ELK, KOM
22853|ELK 342E||Murat  Yılmaz|EEB|Perşembe |0930/1129 |5105 |70|60|ELK, ELKE, KOM, KOME
22854|ELK 342E||Özgür  Üstün|EEB|Cuma |0830/1029 |1301 |70|60|ELK, ELKE, KOM, KOME
22855|ELK 346E||Ahmet  Tekin|EEB|Çarşamba |1230/1529 |1301 |60|50|ELK, ELKE
22856|ELK 356||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Çarşamba |0830/1129 |1301 |35|29|ELK, KOM
22857|ELK 356||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Çarşamba |0830/1129 |2106 |35|34|ELK, KOM
22858|ELK 356E||Lale  Ergene|EEB|Çarşamba |0830/1129 |5203 |35|35|ELK, ELKE, KOM, KOME
22859|ELK 364E||Ahmet  Cansız|EEB|Çarşamba |1230/1529 |5101 |50|50|ELK, ELKE
22860|ELK 414||Güven  Kömürgöz Kırış|EEB|Cuma |1430/1729 |2106 |40|12|ELK
22861|ELK 418||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Salı |0830/1129 |1301 |45|45|ELK
22862|ELK 418||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Salı |0830/1129 |5101 |40|36|ELK
22863|ELK 418||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Salı |0830/1129 |5103 |40|29|ELK
22864|ELK 418E||Mustafa  Bağrıyanık|EEB|Salı |0830/1129 |5105 |35|30|ELK, ELKE
22865|ELK 420||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Çarşamba |1230/1429 |5103 |35|34|ELK
22866|ELK 420||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Salı |1230/1429 |5103 |45|45|ELK
22867|ELK 420||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|EEB|Salı |1430/1629 |5105 |35|12|ELK
